REVIEW_TITLE|SCORE|ROLE|PROS|CONS|DATE|STATUS|LOCATION|tiempoCategoria|categoriaStatus
Regular empresa IBM - CEMEX|2|Gerente de prestación de servicios de TI|Es una empresa muy grande, _x000D_ gran cantidad de aprendizaje_x000D_ gran desarrollo|No hay crecimiento,_x000D_ avanzas si tienes contactos o amigos_x000D_ pago bajo|2021-06-16|Former Employee|Monterrey, Nuevo León|Desconocida|Exempleado
Aburrido zzzZzz|3|ejecutivo de ventas|Fondos de jubilación y de ahorro. Tienen esquemas d Home office en algunas posiciones y suelen ser algo pacientes con los resultados y son una buen escuela de ventas.|Aburrida, crecimiento complicado y muy rara vez en base a méritos. Debes de tener siempre a un padrino o te quedarás estancado para siempre por lo que el networking es básico inclusive más que tus skills.|2017-03-30|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Poco respeto por los empleados|1|directora del programa|Estacionamiento en planta. Surtidores de agua. Una heladera para dejar la comida entre 800 empleados. Teniamos combis que nos trasladaban pero ahora las sacaron. Muy triste en general.|"Se pide demasiado por muy poco a cambio. Cada vez se recortan mas beneficios. Los aumentos dejan mucho que desear. Se despide gente productiva y alineada con los cambios de metodologia. Liderazgo inexistente. No se pueden llamar lideres, sino meros ""jefes"" que dejan mucho que desear. La empresa se va a la extincion si sigue así."|2017-10-05|Current Employee|San Isidro, Buenos Aires|Desconocida|Empleado
Buena|3|Estudiante|Buen hambiente laboral, el trabajo en si es bueno solo que no es lo que buscaba, además no pagan bien y en lo personal nos hacen a un lado a la hora de tomar desiciones a nosotros no nos toman en cuenta.|El personal que está a cargo en lo personal no está capacitado para los puesto en los que están y cuando están allí, solo son jefes y no líderes.|2017-11-02|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Buen lugar para los que están estudiando y quieren aprender.|3|Analista Contable Senior|Flexibilidad con los horarios. Si estás estudiando es el lugar ideal ya que priorizan que sus empleados se reciban y les brindan los medios necesarios. Buen clima laboral.|Al ser una empresa tan grande con tantos clientes importantes podría tener algunos beneficios para el empleado. A IBM le faltan los beneficios que atraen a los empleados. Mucha rotación en algunos equipos debido a que hay equipos que están explotados de trabajo mientras que otros no tanto.|2017-11-22|Current Employee|Martínez|Desconocida|Empleado
Lugar cómodo y seguro para trabajar.|4|Analista De Precios|Buena oportunidad de carrera y prestaciones muy buenas. Los pagos llegan siempre a tiempo y los horarios son buenos(en mi area). El ambiente es juvenil y agradable.|Las oficinas sin bodegones adaptados para ser oficinas, por lo tanto son feas y no muy modernas, aunque los muebles sin son nuevos. El lugar de trabajo está muy lejos y no tienes nada alrededor pornso tienes una necesidad o pendiente después de trabajar. Los bonos son pocos y pequeños.|2019-01-09|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
O te autogestionas o te estancas|3|Analista de negocios|Se puede crecer mucho en lo profesional si te dedicas a encontrar el camino hacia tu próximo objetivo profesional.|Si no sos proactivo para encontrar posibilidades de crecimiento, no esperes que nadie te ayude en el proceso ni reconozca tu talento profesional espontáneamente.|2020-01-31|Current Employee, More Than 3 Years|Buenos Aires|3|Empleado
Management no se preocupa por sus empleados.|2|Empleado anónimo|Oportunidad de conocer y aprender de gente realmente buena en lo que hace. La empresa paga el transporte. Oportunidad de relacionarse con gente de todo el mundo.|Management pobre, es decir, no se preocupan por sus empleados. Sólo quieren 'quedar bien' con los ejecutivos a costa de los empleados. Co-location|2017-03-01|Current Employee|Unknown|Desconocida|Empleado
No esta a la altura de una multinacional.|3|Administrador|Flexibilidad en el horario. Posibilidad de hacer homeworking. La prepaga es muy buena. El ambiente laboral es ameno. No hay demaciadas precio es.|El salario es muy bajo, los aumentos anuales dependen de la nota que te pone tu gerente, todos reciben diferentes porcentaje de aumento aunque sean pares en el puerto de trabajo. El aumento siempre es por debajo a la inflación que hubo y además se da en 2 veces en marzo y en octubre.|2017-03-30|Current Employee|Martínez|Desconocida|Empleado
Buenas prestaciones pero carga de trabajo excesiva|2|Cuentas Por Cobrar|Las prestaciones que ofrecen como 12 dias al año de vacaciones, vales de despensa, home office, days off pagados aparte de las vacaciones, seguro de vista y dental.|Burocráticos para poder cambiarte de área o subir de puesto. Carga de trabajo excesiva, jefes sin people skills, no mandar cambias oficiales por escrito, en mi área no ven por el empleado.|2017-08-22|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Crecer dependiendo de la politica|4|Arquitecto de Soluciones|Diferentes roles a donde cambiarse sin tener que cambiar de empresa. Posibilidad de aprender. Estructura de crecimiento en la carrera tecnica.|"la carrera tecnica tiene un techo cuando se topa con la necesidad de participar en ventas de envergadura que no se dan con frecuencia en el pais. adicional a eso para participar en esos proyectos cuenta mas ""cuanto te compra la gerencia"", que puede deberse a que no les gusto como respondiste una pregunta, a tus verdaderas capacidades."|2021-02-26|Former Employee|Buenos Aires|Desconocida|Exempleado
Una gran empresa para aprender|4|Arquitecto de Soluciones|IBM presenta un enorme abanico de oportunidades para aprender y crecer, existen todo tipo de roles e industrias y capacitación constante|Al ser una empresa muy grande y estandarizada, puede ser difícil encontrar el espacio para destacarse, también hay mucha dependencia de qué tan involucrado/a esté en el desarrollo de carrera de empleados/as la persona en rol de manager, esto a veces puede ser muy desmotivador y llevar a que la gente se estanque haciendo lo mismo por años.|2021-04-16|Current Employee, More Than 8 Years|Buenos Aires|8|Empleado
No les importa si trabajas diario 15hrs.|2|Líder técnico|Crecimiento, buenas prestaciones y buen ambiente laboral. Flexibilidad en horario y forma de trabajo aunque sea por necesidades de la posición|Burocracia, no aceptan los cambios aunque sea para reducir tiempos, tienes que perder el tiempo que no tienes para automatizar y lo dicen que es para beneficio propio y no de la empresa.|2017-05-15|Former Employee, More Than 5 Years|Unknown|5|Empleado
ser IBMista|4|Gerente de Proyecto (PM)|La filosofía laboraL es bastante positiva y actualizada, me encanta pertenecer a ellos, tienen visión de crecimiento y bienestar para los trabajadores. Tienen áreas para laborar diversas.|Deberían tener un poquito más de orden para las ofertas laborales y estar seguros que la gente a contratar siga la filosofía de IBM, igualmente sus clientes, ya que no todos sus clientes piensan igual, tienen cultura de trabajo muy bajas.|2017-10-08|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Una buena empresa a pesar de las continuas transformaciones|5|Gerente de proyecto|Buen sueldo, grandes clientes, muchas oportunidades de formación.|Desde finales de los 80 la empresa ha estado en un proceso continuo de transformación con altibajos, siendo los resultados de los últimos años bastante discretos a pesar de que es cuando se han hecho más cambios.|2020-11-29|Current Employee, More Than 10 Years|Barcelona|10|Empleado
Una gran empresa para desarrollarse y crecer|5|Ingeniero DevOps|Constante motivación y amplia gama de herramientas y recursos para poder crecer y generar una carrera dentro de la empresa y no solo trabajar indefinidamente|Al ser una empresa tan grande la competencia es muy alta, por lo que hay una necesidad y exigencia de mantener los conocimientos actualizados para no quedarse estancado|2020-12-24|Current Employee, Less Than 1 Year|Guadalajara, Jalisco|0|Empleado
La empresa llego a donde esta por tener siempre en segundo plano al personal|1|Desarrollador de software|-Buena laptop -Buena obra social -Buenos beneficios|-Para pedir un aumento tenes que desarrollar tareas extras durante tiempo indeterminado, nadie te asegura nada y estas en constante evaluacion, cualquier paso incorrecto puede anular todo lo logrado anteriormente -Te obligan a unirte a un sindicato (esto es ilegal) -El sueldo -Burocracia para todo -Poco apoyo psicologico -No reconocen a los trabajadores remotos|2021-08-31|Former Employee, More Than 3 Years|Buenos Aires|3|Empleado
Un lugar para estar tranquilo sin que te molesten demasiado.|3|Analista de negocios|Homeworking. Viajes. Oportunidades. Si buscas un lugar para trabajar tranquilo sin que te molesten demasiado y aprovechar del homeworking, es un buen lugar. Si tu idea es hacer carrera y progresar, se puede pero no vale la pena. Todo depende el area en la que estes.|Estructura salarial. Politicas internas. Aumentos. Evaluaciones anuales. Burocracia extrema. Resistencia al cambio hacia metodologias agile.|2017-02-10|Current Employee|Buena Nueva|Desconocida|Empleado
Mi experiencia en general en IBM ha sido positiva.|4|jefe de equipo|Horarios flexibles, puedes trabajar remotamente en ciertos puestos, buen ambiente de trabajo. Ahí he hecho grandes amigos. Hay un club de toastmaster que te permite|Te puedes estancar fácilmente. Muy grande y por lo mismo el alcance de tu trabajo es limitado. Dificil de entender su estrategia. Comunmente es dificil encontrar información o entrenamientos.|2017-10-06|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Gran empresa pero si no se vuelw agil y regresa a su esencia himana va a morir|3|Asesor De Ventas|Mi equipo de trabajo es formidable. El liderazgo de mi manager. Pensar out of the box. Actitud de hacer qie las cosas sucedan ayudar al mundo a ser mejor.|Es burocrata sus procesos estan obsoletos . Ironia pero les cuesta mucho cambiar de fondo y solo cambian n forma. No tiene vision a largo olaza se han vuelto inhimabos y desorganizados. Erraticos en sus estrategias.|2017-05-19|Current Employee|Ciudad De Mexico|Desconocida|Empleado
buena empresa para trabajar,|5|Analista|La empresa tiene muchas cosas positivas como la gran cultura que tiene, la gente se siente orgullosa. Un punto positivo de IBM es la inovación que desarrolla.|en mi experiencia... estoy en una area donde esta en decrecimiento porlo que hay vacantes que no se pueden llenar con gente de abajo... no hay contrataciones exteriores y no aumentos.. gente que tiempo en la misma posición no se puede mover.|2017-08-23|Current Employee|Guadalajara, Jalisco|Desconocida|Empleado
Ser esenciales para ayudar a nuestros clientes a ser esenciales a sus clientes|4|Director Gerente|Pensar primero en el cliente. Respeto por el empleado. Honestidad. Oferta de calidad para nuestros clientes. Pasión por lo que hacemos. Gente de calidad. Orgullo de ser IBMista. El mejor Plan de Pensión del mercado.|Procesos complicados y lentos. Lo más difícil es coordinar diferentes áreas de trabajo. Se han ido quitando prestaciones y detalles que hacían diferente a IBM.|2016-12-15|Current Employee|Ciudad De Mexico|Desconocida|Empleado
Gestión en LA|4|Gerente de Proyecto (PM)|Estructura de reporte matricial, líderes funcionales y por departamentos, organización, educación continua útil para el desarrollo profesional, flexibilidad laboral ya que en diferentes oportunidades se puede laborar desde casa|El liderazgo en la región de Latinoamérica es decadente y denota un sesgo muy marcado favoreciendo a personal de Brasil. Se dan situaciones de micromanagement a menudo, lo que genera descontento y desconfianza en los nuevos líderes.|2017-04-02|Current Employee|Ciudad De Mexico|Desconocida|Empleado
